comment,raw_score,length,normalized_score,class
Are you feeling relieved knowing that cynthia isn't born yet in this era.,0,13,0.0,neutral
Thisnjust another game with the pokemon mod,0,7,0.0,neutral
"lol just saw a picture comparing these graphics to The Elder Scrolls IV: Oblivion, from 2006",0,16,0.0,neutral
Pokémon: breath of the wild,0,5,0.0,neutral
Proud to say that I'm about to turn 30 and my inner child cannot wait for this game to be released! Pre-ordering tonight!,0,22,0.0,neutral
lol nooooooooo,0,2,0.0,neutral
If this was so long ago what’s up with all the newer Pokémon? Where’s the originals?,0,16,0.0,neutral
Nice 2006 graphics. And I'm being generous.,1.0,7,0.14285714285714285,positive
the creator of everything is a Pokémon yet the creator is fine with some people capturing and forcing these creatures to fight...,0,22,0.0,neutral
this open world actually looks depressing,0,6,0.0,neutral
30fps,0,1,0.0,neutral
"So is this just a catching Pokémon game? Or is it actually a real Pokémon game with a story,gyms and the league?",0,22,0.0,neutral
10 fps,0,2,0.0,neutral
The game looks a little bad rn but they got a year and a half,-1.0,15,-0.06666666666666667,negative
Sino region the best,1.0,4,0.25,positive
"This game would have been amazing, if it was released 10 years ago.",0,13,0.0,neutral
Dear nintendoPlease don't rush with the development we can wait just don't make it so laggy or buggy like u did in legend of Zelda well it didn't lagg but the game kept breaking please don't make it too laggy,1.0,40,0.025,positive
This game looks so awesome. Despite what the haters say I’m hyped! Totally get wanting something quality but judge the game after it’s come out.,1.0,25,0.04,positive
"This trailer is the proof in the pudding that DEXIT was more effective than the entire video game ""journalism"" industry wanted to let us know it was. Change my mind.",0,30,0.0,neutral
Is this going to take 50 odd hours to complete like the original or are we going to get a game that takes half that to complete?,1.0,27,0.037037037037037035,positive
How does a fan made game from 10-12 years ago look better than a game with an actual team and better technology??,0,22,0.0,neutral
Even tho this doesnt look great NOW. It has some huge potential to be one of the greatest pokemon game,2.0,20,0.1,positive
NINTENDO. CHANGE. YOUR. POKEMON. ART. STYLE.,0,6,0.0,neutral
Whoever made this trailer should be fired.,0,7,0.0,neutral
"This trailer was not ready to be released. This is what teasers exist for. Makes me worry about the game which btw HAS to be finished by now, in order to allow a mere 6 months for debugging and polishing. Which btw is the amount of time a small and short game needs, not a long one.",0,55,0.0,neutral
Please don't be a disappointment...,0,5,0.0,neutral
the beginning of slavery,0,4,0.0,neutral
Legit who’s going to choice the other two when you have cyndaquil?,0,12,0.0,neutral
"Yeah I'm just gonna wait and play Monster Hunter Stories 2. Pokemon just doesn't do it for me anymore. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😑"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f611.png"">",0,20,0.0,neutral
Contiun pokimon xyz,0,3,0.0,neutral
최신 게임이 맞노...?듣보 IP라면 몰라도 이건 폴리곤이 다 보인다고 아 ㅋㅋㅋ,0,11,0.0,neutral
what breath of the wild mixed with pokemon!!!!!! well they will probably use breath of the wilds mechanics like breaking weapons they might use pokemon to break lol,1.0,28,0.03571428571428571,positive
Looks like Zelda,1.0,3,0.3333333333333333,positive
Sempre esperei por um pokemon assim,0,6,0.0,neutral
Mhhh.. prefer MilleniumLoops shotgame,0,4,0.0,neutral
Well the graphics didn't improve. Looks like they took the same assets from S&amp;S and then just made a new game with it. While adding... psuedo fps type machanics?,1.0,29,0.034482758620689655,positive
and the game is removed,0,5,0.0,neutral
12 fps official trailer,0,4,0.0,neutral
"This is looking lit, y'all are insane",0,7,0.0,neutral
0/10Not pokemon gun.,0,2,0.0,neutral
wtf my no likr masna its me stian not jonasd ke fk  fjd,-1.0,12,-0.08333333333333333,negative
3fps,0,1,0.0,neutral
Pokémon zelda,0,2,0.0,neutral
"Diese Grafik <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤦🏻‍♂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f926_1f3fb_200d_2642.png"">",0,3,0.0,neutral
"Lamo,, they haven't brought anything new in the game same plan same style",0,13,0.0,neutral
Zelda xd,0,2,0.0,neutral
Why the starters are CyndaquillOshowattRowlett,0,5,0.0,neutral
Die machen einen großen Fehler wenn das Spiel nächstes Jahr schon rauskommt.Lieber daran Arbeiten und eine OpenWorld rausbringen. Die Texturen überarbeiten ruckelfrei und Dynamic reinbringen.,0,25,0.0,neutral
Look like the game is so big that it is lagging in their computerThanks fo likes,1.0,16,0.0625,positive
Looks so empty...,-1.0,3,-0.3333333333333333,negative
They remade pixelmon lmao,0,4,0.0,neutral
Poke of The Wild is a better name,0,8,0.0,neutral
"Graphics and potence are the Unic important, make it go 60fps NOW <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😡"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f621.png"">",0,13,0.0,neutral
Sinjoh ruins music at the end!,0,6,0.0,neutral
"Pokemon goes every year to worse direction, you can disagree if you like",0.0,13,0.0,neutral
THIS LOOKS SO BAD AAAAAA,-1.0,5,-0.2,negative
Graphics are terrible. Pokemon will never feel like an adult game will it?,0.0,13,0.0,neutral
Um hypdet at thus game,0,5,0.0,neutral
Looks very wooden,0,3,0.0,neutral
"shitty graphics, but probably i'm still playing it...",0,8,0.0,neutral
This is the last new Pokemon game I’m getting a chance for the whole series…,0,15,0.0,neutral
Zelda botw lolololol,0,3,0.0,neutral
"it looks so lifeless <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🧍‍♀"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f9cd_200d_2640.png"">",0,5,0.0,neutral
"hold up--- They've actually improved on this one alot--- The graphics don't look as bland as other 3d titles, there was more detail, the animations are ACTUALLY ANIMATIONS that connect to each other--- <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""👀"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f440.png"">",-1.0,34,-0.029411764705882353,negative
this trailer does not do it justice,0,6,0.0,neutral
"Holy crap, that looks horrible.",-2.0,5,-0.4,negative
Pokémon mmo 3d but uglyer?,0,5,0.0,neutral
Pokemon: Breath of the Wild,0,5,0.0,neutral
Pokemon: Breath of the Wild,0,5,0.0,neutral
Please tell me this is a remake of platinum.,0,9,0.0,neutral
ew what did they do to pokemon,-1.0,7,-0.14285714285714285,negative
"If those are the starters and you choose anything other than cyndaquil....... <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😠"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f620.png"">",0,13,0.0,neutral
Minecraft pixelmon has better graphics with shaders onStill looks great tho,1.0,11,0.09090909090909091,positive
am getting botw vibes,0,4,0.0,neutral
bro ngl this trailer feels so weird,0,7,0.0,neutral
"My executive team will not understand the amount of time I’m going to want to spend on this <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u2764.png"">",0,18,0.0,neutral
"Wow, Nintendo finally caught up to the PS2 in graphics",0,10,0.0,neutral
You didn't have to match the Graphics with the Timeline,0,10,0.0,neutral
Make the game harder than sword and shield thanks,0,9,0.0,neutral
No offense towards Nintendo but this looks like a fan game or something on Unity,0.0,15,0.0,neutral
Yikes,0,1,0.0,neutral
Another pass for me.,-1.0,4,-0.25,negative
Kindred Fates did it first,0,5,0.0,neutral
This looks like a fan-made game...,1.0,6,0.16666666666666666,positive
Pokémon: Breath of The Wild,0,5,0.0,neutral
Is this a joke,0,4,0.0,neutral
Childs,0,1,0.0,neutral
Zeldamon,0,1,0.0,neutral
"<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😠"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f620.png"">",0,1,0.0,neutral
Why are the graphics so bad?,-1.0,6,-0.16666666666666666,negative
"This looks so bad, lmao.",-1.0,5,-0.2,negative
where is the original pokemon grass?? why do you gotta run into a pokemon in the grass yourself,0,18,0.0,neutral
They literally chose the absolute worst music for the trailer and the atmosphere is so dull. Very boring and needs to be more exciting,0.0,24,0.0,neutral
This videos looks and sound boring,-1.0,6,-0.16666666666666666,negative
Why are its graphics worse than sword and shield,-1.0,9,-0.1111111111111111,negative
Looks stiff. Whole map is too flat and wide open. Pokémon are lagging and literally just standing around in one place. Game freak will never get it right. Sickening,0,29,0.0,neutral
JUST GIVE IT TO ANOTHER DEVELOPER FFS.,0,7,0.0,neutral
Spoiler alert: The trainer becomes the continent's champion after he/she went through different gyms on the way,0,17,0.0,neutral
"Please Nintendo, cancel this game before it further tarnishes the company's image",0,12,0.0,neutral
It doesn’t look like a GameCube game. Sword and Shield this ain’t!!!!,1.0,12,0.08333333333333333,positive
GameFreak is actually SO BAD at 3D games it's insane how bad the technique they got is awful ask Miyamoto for helps,-1.5,22,-0.06818181818181818,negative
FAKEEEEEEEEEEE,0,1,0.0,neutral
Is this a main gen pokemon? Or a side game?,0,10,0.0,neutral
Digimon Better Bozos,0,3,0.0,neutral
Laggy AND looks like oblivion? Sad,1.0,6,0.16666666666666666,positive
"idk why this is getting so much hate.. its not released yet, its obviously not gonna be perfect yet.",0.0,17,0.0,neutral
Lifeless pokemon shameful product,0,4,0.0,neutral
This looks like warriors or breath of the wild game maybe we will have political leaders and wars in the region,1.0,21,0.047619047619047616,positive
Worst trailer ever,0,3,0.0,neutral
This looks hella clunky.,0,4,0.0,neutral
"looks like ps2 graphics. Whats wrong with you Nintendo &amp; GameFreak?  Money is not everything ! But wait, people buy it anyway",0.0,21,0.0,neutral
Do people still watch this?,0,5,0.0,neutral
Here comes other pokemon fans ready to complain over the exact game they asked for!!!,0,15,0.0,neutral
Woweee the graphics look like garbage,0.0,6,0.0,neutral
"Please work harder on this game, polish it and make it how our expectations want it to be. Not the complete dog s*it of the sinnoh remake.",1.0,26,0.038461538461538464,positive
YES OSHAWOTT LETS GOOO,1.0,4,0.25,positive
"nice roblox game, wait this is the same platform as new pokemon snap?",1.0,13,0.07692307692307693,positive
New Pokémon look so dumb compared to the original ones,-1.0,10,-0.1,negative
This has failure written all over it,0,7,0.0,neutral
seems like a sad game,1.0,5,0.2,positive
"This is so wild. It’s like BOTW, only Pokémon style <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""❤"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u2764.png"">",1.0,11,0.09090909090909091,positive
"Fallout 76 type game could work nicely with online play , nothing on the story line",-1.0,16,-0.0625,negative
just play pixelmon :),0,4,0.0,neutral
This Monster Hunter looks weird.,0,5,0.0,neutral
This game looks so boring and then also this game principle like in Pokémon go.  dreadful,0.0,16,0.0,neutral
pesima calidad comparado con pokemon lest go,0,7,0.0,neutral
it looks like breath of the wilds annoying little cousin tbh,1.0,11,0.09090909090909091,positive
"Pokemon fans when they see a trailer for a new game:""Quick! Think of something to complain about!""",0,17,0.0,neutral
Need this for the earlier gen pokemon. Hate the new gen pokemon design. Looks like they came out of a baby's storybook.,0.0,22,0.0,neutral
Fps running at 12.Textures look so bland and blocky. Yikes.,-1.0,10,-0.1,negative
This world looks so empty tbh hope you change it till 2022,-1.0,12,-0.08333333333333333,negative
Meh,0,1,0.0,neutral
Hey Game Freak. The PS2 called it wants its graphics back.,0,11,0.0,neutral
Wished they picked Mudkip instead of Oshawott,0,7,0.0,neutral
"So Breath of the wild has a child with Pokemon, aight",0,11,0.0,neutral
this looks like a fancy Gmod pokemon server to me,1.0,10,0.1,positive
What is going on with the framerate at times?,0,9,0.0,neutral
Dunsparce Pokemon sword dex entry:This Pokémon's tiny wings have some scientists saying that Dunsparce used to fly through the sky in ancient times.The hope is reborn. It has to be.,0,30,0.0,neutral
First Pokémon game I’m playing,0,5,0.0,neutral
The mood of this game is like Attack on Titan for real. Super scary!,1.0,14,0.07142857142857142,positive
the atmosphere is soo dull. looks like some one died and pokemkon team id mourning.,1.0,15,0.06666666666666667,positive
graphic looking pretty off-putting,0,4,0.0,neutral
They have full battle animations now not just little hops YEEEEEEEEEEEEEEESSSSS!!!!!,0,10,0.0,neutral
Idk what yall mean this game genuinely looks dope,0,9,0.0,neutral
Maaannn it's hell 2021! Are you joking with these graphics?,0,10,0.0,neutral
"They need to work on some of these graphics,  it’s 2021 and some look like ps2 era graphics and if choosing from this or Pokémon brilliant diamond or pearl then I’m choosing  brilliant diamond and pearl. The passion that went into them is amazing from a ds game",1.0,48,0.020833333333333332,positive
This lowkey be lookin like pokepark 3,1.0,7,0.14285714285714285,positive
"my all time favorite fire starter! totally want to buy it! <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥰"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f970.png"">",1.0,12,0.08333333333333333,positive
Yaaaawn. Still looks like a 3ds game.,1.0,7,0.14285714285714285,positive
Love this the open world reminds me of digimon new world order but definitely perfected here,1.0,16,0.0625,positive
This game looks like some actual poopbutt,1.0,7,0.14285714285714285,positive
Pokemon breath of the wild,0,5,0.0,neutral
this grafik is horrible,-1.0,4,-0.25,negative
Oh genshin breath of the impact wanna be LOL,0,9,0.0,neutral
Parrcf bueno,0,2,0.0,neutral
this is embarrassing,0,3,0.0,neutral
not gonna buy it if it runs this low ......,0,9,0.0,neutral
Aburrifo,0,1,0.0,neutral
This looks like garbage,0.0,4,0.0,neutral
Pokemon snap are betterThis looks like pre pre alpha,1.0,9,0.1111111111111111,positive
This trailer made me cry,0,5,0.0,neutral
this looks so bad hahaha,-1.0,5,-0.2,negative
Jesus Christ what is that framerate??,0,6,0.0,neutral
Why does it look so janky???,0,6,0.0,neutral
Flojera igual que las otras mil entregas basura esto solo se ve bien pero es el mismo juego de la gba solo que extremadamente caro mejor hackear la consola y jugar gratis,0,32,0.0,neutral
Pokemon Adventures Sinnoh looks better,0,5,0.0,neutral
Wow they ruined our dream game,0,6,0.0,neutral
Make fainted pokemon catchable!!!,0,4,0.0,neutral
"Cool! My dream Pokémon game would be like Fable, where you can choose to be Team Rocket, or maybe you want to be a gym leader or a professional breeder. There’s so much they could do!",2.0,36,0.05555555555555555,positive
"This honestly looks like they downloaded models from asset store and threw something together in a few days. The lighting is horrible, and the world is just... empty? Let's see how far they get in a year",-1.0,37,-0.02702702702702703,negative
"Let us remember the SWSH trailer that looked completely like horse sh*t a year before released. Well at released, it looked EXACTLY the same. This is final game guys, Arceus will be dog poop.",1.0,34,0.029411764705882353,positive
"Looks like a fanmade Mini game.. it's been 2 decades and that is the best thing you can do?<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😐"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f610.png"">",2.0,19,0.10526315789473684,positive
I'm gonna need that upcoming new switch model for better framerate and resolution.,0,13,0.0,neutral
the models look so out of place..,0,7,0.0,neutral
Will this be available on the Nintendo light?,0,8,0.0,neutral
"They can profit more off of this if it’s not a nintendo switch exclusive, not everyone owned switch. Look how Genshin and Among Us are successful because they have cross platform.",-1.0,29,-0.034482758620689655,negative
"The starters make no sense <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😿"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f63f.png"">",-1.0,6,-0.16666666666666666,negative
Spectacular,0,1,0.0,neutral
The level design is so unbelievably lazy.. Who approves this at Nintendo? Surely nobody from Japan.... This is not the level of quality they would agree with.,-1.0,26,-0.038461538461538464,negative
"That game looks amazing, just those pokemon look like little botches",1.0,11,0.09090909090909091,positive
Please switch to pc...The game will be 1000x times better,0,10,0.0,neutral
This legit is legend of Zelda x pokemon in a nutshellAlso you get to catch Arkoos?!?!?(Pog noises),0,17,0.0,neutral
One of the most profitable comany and yet no real effort to actually make a great game.,0.0,17,0.0,neutral
How boring,-1.0,2,-0.5,negative
mh stories 2 looks far more better than this,0,9,0.0,neutral
who on earth would buy a 60 dollar game that looks like it could play on a smart phone. really if they dont do anything to fix the graphics it will get riped for it,1.0,35,0.02857142857142857,positive
Disappointing that Nintendo can’t pull off better graphics than this in 2021 and it’s their own fault for limiting the switch hardware,0,22,0.0,neutral
Will there be mega evolution?,0,5,0.0,neutral
Game For Boring People,-1.0,4,-0.25,negative
oof. DokeV is making this game look like complete doo doo,1.0,11,0.09090909090909091,positive
the graphics looks like a dissapointment lol Sw and Shield is more better,1.0,13,0.07692307692307693,positive
What we want is a proper game for Windows. Thank you,0,11,0.0,neutral
not gonna lie this looks whack,0,5,0.0,neutral
Hmm.. looks like it's still going to be turn based sadly :/,1.0,12,0.08333333333333333,positive
"Not expecting much. Aside from the less-than-pleasant looking aesthetic/graphics(honestly, BW/BW2 felt like the peak for 2d/pixels, alongside X&amp;Y/Alpha&amp;Omega looking fantastic), the disappointment that was Sword/Shield and how it became just this run-on-rails game without any particular exploration or delightful areas(Victory Road..; what an absolute joke it became), the large amount of pokemon still not included to this day, the absolute amount of cut content/quality of life items/moves (EXP share, mega evolutions, Z-Moves, rebattle trainers, soaring, triple battles, rotation battles, inverse battles and considerably more).GameFreak's a shoddy, low-effort hack now; too focused on 'EpIc GrAfFIcS AnD HuGe ArEuHs'. The former which doesn't matter if everything's choppy and glitchy, 'nor does the latter if it's largely empty, bland and uninspired. May as well be looking at Cyberpunk 2077 all over again. Lot of promise, little delivery.",1.0,132,0.007575757575757576,positive
If only pokemon games sold well maybe we will get a better looking games from a low income company like this,1.0,21,0.047619047619047616,positive
I'm so over turn based ... lets mix Pokken and Bio mutant (attack system) with Breath of the wilds crafting and cooking... and please it's 2021 can we have sound bites for all of the Pokemon ?!?!!?,0,37,0.0,neutral
"Everyone is hating on this, when we should just be grateful we are actually getting this.",0,16,0.0,neutral
It’s sad Botw 2 looks miles ahead of this. When that game has only been teased.,0,16,0.0,neutral
"Sorry, but this ain’t Pokémon",0,5,0.0,neutral
This is either going to be the best pokemon game in history or the worst pokemon game in history and I'm really hoping it's not gonna be the latter,1.0,28,0.03571428571428571,positive
this looks super unfinished,0,4,0.0,neutral
"People are complaining about this?! It's do obviously prototype! There's not even HUD, 2022 is far away and they're clearly going for a BotW graphics which looked better than this. And that used a complex physics engine that this won't need so this might look better, it'll be at least on par.",0,51,0.0,neutral
"This Trailer literally shows nothing <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f62d.png"">",0,6,0.0,neutral
This looks lame.,-1.0,3,-0.3333333333333333,negative
Why switchh!! REALEASE SOMETHING FOR PCCCC,0,6,0.0,neutral
If pokemon ever win a award its the 'Game soo boring idw people play this potato crap' award,-2.0,18,-0.1111111111111111,negative
BOring. pokemon is WAY too easy.,-1.0,6,-0.16666666666666666,negative
Looks like a cheap Zelda game,1.0,6,0.16666666666666666,positive
Sad quality everything. Japanese trailers are so awkward,0,8,0.0,neutral
"This trailer is just...bad...and the game world better not be this DAMN EMPTY...and with so many FPS issues...and with music that doesnt fit what's happening... (ik it said ""not final footage"")",0,29,0.0,neutral
stil looks boring,-1.0,3,-0.3333333333333333,negative
Looks hella boring,-1.0,3,-0.3333333333333333,negative
"Looks so depressing and lackluster, not only that but the graphics look low resolution, blurry and like it's stuttering with low fps/performance issues.",1.0,22,0.045454545454545456,positive
This trailer is embarrassing. Game looks like it came out in 1990,1.0,12,0.08333333333333333,positive
Look so bad,-1.0,3,-0.3333333333333333,negative
This looks terrible. Are they serious with this or just f-in around with us?,-1.0,14,-0.07142857142857142,negative
all y'all saying the game looks bad need to chill. its still very in development,-1.0,15,-0.06666666666666667,negative
"They really need to improve their graphics man,they are still kind of shitty from 2021 perspective!",0,16,0.0,neutral
Worst trailer ever seen lol,0,5,0.0,neutral
"Bidoof vs Arceus, who wins?",0,5,0.0,neutral
Dumb gameplay.,-2.0,2,-1.0,negative
Imagine this game had VR support ;),0,7,0.0,neutral
can u make it on pc or xbox  ?,0,9,0.0,neutral
This is Litt,0,3,0.0,neutral
this gives of Legend Of Zelda vibes,0,7,0.0,neutral
"ooh boy, don't like the style at all, it looks like genshin impact but worse (wich looks loke breath of the wild but worse)",0.0,24,0.0,neutral
"the map looks terrible, I've seen tons of indie game with better maps",-1.0,13,-0.07692307692307693,negative
man dont make pokemon like this so boring catching pokemon like asassin game wtf,-0.5,14,-0.03571428571428571,negative
"Bro… these game could be better graphics wise Pokémon ALWAYS disappointing in that way Jesus, u would think a franchise that big would do a better job at that",0,29,0.0,neutral
Wait.. We got games coming out in 2022 looking like this? This looks so outdated.,1.0,15,0.06666666666666667,positive
"It's literally just a Pokemon catching sim, looks empty and boring!",-2.0,11,-0.18181818181818182,negative
how is their framerate lower than my grades,0,8,0.0,neutral
Visually it looks like an early PS2 game.,1.0,8,0.125,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">Trailer",0,1,0.0,neutral
Ok but this actually looks super fun and I'm pumped to see it when it is released,1.0,17,0.058823529411764705,positive
"Run around and do the same thing for hours in an empty filled world but wait it feels like ""Breath of the wild"" Zzzz this an every other game coming out.",0.0,31,0.0,neutral
This looks like absolute garbage,0.0,5,0.0,neutral
Looks like a ps2 game everyone forgot about.,1.0,8,0.125,positive
That game was real time like'd gta 5 :),0,9,0.0,neutral
genshin impact: pokemon edition,0,4,0.0,neutral
The Question is can they release this for android if yes comment down below,1.0,14,0.07142857142857142,positive
BoTW with a Pikachu skin,0,5,0.0,neutral
"Pokemon is supposed to be about evolving, yet the comparison to this mess and Pokemon Snap is utterly embarrassing graphic wise. The false dichotomy..",-1.0,24,-0.041666666666666664,negative
I'm getting a Legend of Zelda: Breath of the Wild vibe,0,11,0.0,neutral
inspired by Genshin Impact,0,4,0.0,neutral
This straight up looks like a fan project game. Kinda weird to see Nintendo’s quality control slippin with one of its biggest franchises.,1.0,23,0.043478260869565216,positive
"This game looks absolutely terrible. Not talking about gameplay or concept (both look dope). I’m talking about the fact that this is supposed to be a home console game. Most mobile games look better than this! <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f62d.png"">",-3.0,36,-0.08333333333333333,negative
Bros at gamefreak was like hah you thought the trees in sword and shield looks bad imagine a whole game that looks like it now,-0.5,25,-0.02,negative
Stop supporting pokemon as a franchise until they update these shitty models,0,12,0.0,neutral
Still same old turn based battle,0,6,0.0,neutral
"NINTENDO, HIRED THIS MAN, NINTENDO, HIRED THIS MANHE USED UNREAL ENGINE IN ANY WAY HE COULDTAKE THE POKEMON FOR THE FIRST STEP. PUT THEM IN A FIELD FILLED WITH STOCK ASSETS. THEN ADJUST THE LIGHTING GAIN, AND THOUGH IT RUNS AT 4 FRAMES, THIS MAN’S STILL A MASTER OF THE MEDUIM",0,51,0.0,neutral
sooo no one else thinks this looks like a glorified tech demo?,0.0,12,0.0,neutral
when gacha games have better framerates than an acclaimed title game,0,11,0.0,neutral
This game looks worse than Red and Blue,-1.0,8,-0.125,negative
help ive never saw such a bad graphic in this time of video games,-1.0,14,-0.07142857142857142,negative
is this a mmo?,0,4,0.0,neutral
Remeber when Pokémon was a colorless 2d game on a big rectangle then it moved to a colored game on a slightly smaller rectangle then to a colored game on a soul screen rectangle that unfolded to a squar then to a 3D game n a rectangle then to a a bigger rectangle,0,53,0.0,neutral
@Nintendo This looks EXTREMELY rough even for Switch standards.. You guys have a lot of work to do before you release this..,-1.0,22,-0.045454545454545456,negative
Holy crap that looks like a mess!,-1.0,7,-0.14285714285714285,negative
Thank you Nintendo!:D,0,3,0.0,neutral
Looking forward to playing it on pc,0,7,0.0,neutral
This looks like a mobile game Lmao,0.0,7,0.0,neutral
"This really didn’t explain the plot at all, ngl-",0,9,0.0,neutral
Fix the framerate!!!!,0,3,0.0,neutral
"Imagine a concept like this but with Unova, without all the industrialization and pulling more from Native American culture",1.0,19,0.05263157894736842,positive
Wow this trailer is garbage. The irony in a Pokémon game that hasn’t evolved.,-1.0,14,-0.07142857142857142,negative
Is this PokéPark 3?,0,4,0.0,neutral
Looks cool too bad it'll be 23FPS gameplay.,-1.0,8,-0.125,negative
"Nota: 6,7 jogo generico de pokemon, todo mundo esquece em uns 3 anos",0,13,0.0,neutral
"Amazing how so many people in this comments section don't understand the basic english of ""Not yet final footage""",0,18,0.0,neutral
Why does this game remind me of zelda botw,0,9,0.0,neutral
Who here from tiktok?,0,4,0.0,neutral
This is fake,0,3,0.0,neutral
im getting legend of zelda  vibes,0,6,0.0,neutral
should have probably released it for pc and other consoles for an incredible visual experience. instead they still spec it for ancient tech only on the switch. none the less im sure ill enjoy the game but would love a (monter hunter) rpg feel with great graphics and crossplay features. but nintendo are stubborn.,3.0,54,0.05555555555555555,positive
Why are the graphics so terrible? This legit looks like a PS2 game.,0.0,13,0.0,neutral
they need work on the art style   like  the art style of Brilliant Dimond and Shining Pearl looks better,1.0,19,0.05263157894736842,positive
"People: GF IS LAZY!1!1!!111!<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😡"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f621.png"">",0,4,0.0,neutral
Zelda breaht of the pokemon,0,5,0.0,neutral
